
NASDAQ 100,Last: 12964.1553,Change:  -87.0447
Date: 11 April 2023, 22:37 UTC−4,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Tue Apr 11 2023,NDXP230411C10250000,0,0,2618,2818,0,0,1,0,0,10250.00,NDXP230411P10250000,0.05,0,0,0.2,0,0,0,0,5
Tue Apr 11 2023,NDXP230411C10275000,0,0,2592.5,2792.5,0,0,1,0,0,10275.00,NDXP230411P10275000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10300000,0,0,2568,2768,0,0,1,0,0,10300.00,NDXP230411P10300000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10325000,0,0,2542.5,2742.5,0,0,1,0,0,10325.00,NDXP230411P10325000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10350000,0,0,2518,2718,0,0,1,0,0,10350.00,NDXP230411P10350000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10375000,0,0,2492.5,2692.5,0,0,1,0,0,10375.00,NDXP230411P10375000,8.65,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C10400000,0,0,2468,2668,0,0,1,0,0,10400.00,NDXP230411P10400000,0.05,0,0,0.2,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C10425000,0,0,2442.5,2642.5,0,0,1,0,0,10425.00,NDXP230411P10425000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10450000,0,0,2418,2618,0,0,1,0,0,10450.00,NDXP230411P10450000,9.25,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C10475000,0,0,2392.8,2592.8,0,0,1,0,0,10475.00,NDXP230411P10475000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10500000,0,0,2368,2568,0,0,1,0,0,10500.00,NDXP230411P10500000,0.05,0,0,0.05,0,0,0,0,31
Tue Apr 11 2023,NDXP230411C10525000,0,0,2342.8,2542.8,0,0,1,0,0,10525.00,NDXP230411P10525000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10550000,0,0,2318,2518,0,0,1,0,0,10550.00,NDXP230411P10550000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10575000,0,0,2292.8,2492.8,0,0,1,0,0,10575.00,NDXP230411P10575000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10600000,0,0,2268,2468,0,0,1,0,0,10600.00,NDXP230411P10600000,0.05,0,0,0.05,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C10625000,0,0,2242.8,2442.8,0,0,1,0,0,10625.00,NDXP230411P10625000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10650000,0,0,2218,2418,0,0,1,0,0,10650.00,NDXP230411P10650000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10675000,0,0,2192.8,2392.8,0,0,1,0,0,10675.00,NDXP230411P10675000,0.05,0,0,0.05,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C10700000,0,0,2168,2368,0,0,1,0,0,10700.00,NDXP230411P10700000,0.05,0,0,0.05,0,0,0,0,5
Tue Apr 11 2023,NDXP230411C10725000,0,0,2142.8,2342.8,0,0,1,0,0,10725.00,NDXP230411P10725000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10750000,0,0,2118,2318,0,0,1,0,0,10750.00,NDXP230411P10750000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10775000,0,0,2092.8,2292.8,0,0,1,0,0,10775.00,NDXP230411P10775000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C10800000,0,0,2068,2268,0,0,1,0,0,10800.00,NDXP230411P10800000,0.05,0,0,0.05,0,0,0,0,6
Tue Apr 11 2023,NDXP230411C10825000,0,0,2042.8,2242.8,0,0,1,0,0,10825.00,NDXP230411P10825000,0.05,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C10850000,0,0,2018,2218,0,0,1,0,0,10850.00,NDXP230411P10850000,0.05,0,0,0.05,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C10875000,0,0,1992.8,2192.8,0,0,1,0,0,10875.00,NDXP230411P10875000,0.05,0,0,0.05,0,0,0,0,3
Tue Apr 11 2023,NDXP230411C10900000,0,0,1968,2168,0,0,1,0,0,10900.00,NDXP230411P10900000,0.05,0,0,0.05,0,0,0,0,12
Tue Apr 11 2023,NDXP230411C10925000,0,0,1942.8,2142.8,0,0,1,0,0,10925.00,NDXP230411P10925000,0.05,0,0,0.05,0,0,0,0,3
Tue Apr 11 2023,NDXP230411C10950000,0,0,1918,2118,0,0,1,0,0,10950.00,NDXP230411P10950000,0.05,0,0,0.05,0,0,0,0,3
Tue Apr 11 2023,NDXP230411C10975000,0,0,1892.8,2092.8,0,0,1,0,0,10975.00,NDXP230411P10975000,0.05,-0.15,0,0.05,1,0,0,0,2
Tue Apr 11 2023,NDXP230411C11000000,0,0,1868,2068,0,0,1,0,0,11000.00,NDXP230411P11000000,0.05,0,0,0.05,0,0,0,0,15
Tue Apr 11 2023,NDXP230411C11025000,0,0,1842.8,2042.8,0,0,1,0,0,11025.00,NDXP230411P11025000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11050000,0,0,1818,2018,0,0,1,0,0,11050.00,NDXP230411P11050000,0.05,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C11075000,0,0,1792.8,1992.8,0,0,1,0,0,11075.00,NDXP230411P11075000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11100000,1960.27,0,1768,1968,0,0,1,0,1,11100.00,NDXP230411P11100000,0.33,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11125000,0,0,1742.8,1942.8,0,0,1,0,0,11125.00,NDXP230411P11125000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11150000,0,0,1718,1918,0,0,1,0,0,11150.00,NDXP230411P11150000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11175000,0,0,1692.8,1892.8,0,0,1,0,0,11175.00,NDXP230411P11175000,0.45,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C11200000,0,0,1668,1868,0,0,1,0,0,11200.00,NDXP230411P11200000,0.45,0,0,20,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C11225000,1835.07,0,1642.8,1842.8,0,0,1,0,1,11225.00,NDXP230411P11225000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11250000,0,0,1618,1818,0,0,1,0,0,11250.00,NDXP230411P11250000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11275000,0,0,1592.8,1792.8,0,0,1,0,0,11275.00,NDXP230411P11275000,15,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11300000,0,0,1568,1768,0,0,1,0,0,11300.00,NDXP230411P11300000,0.05,-0.15,0,0.05,1,0,0,0,3
Tue Apr 11 2023,NDXP230411C11325000,0,0,1542.8,1742.8,0,0,1,0,0,11325.00,NDXP230411P11325000,0,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11350000,0,0,1518,1718,0,0,1,0,0,11350.00,NDXP230411P11350000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11375000,0,0,1492.8,1692.8,0,0,1,0,0,11375.00,NDXP230411P11375000,6.31,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11400000,0,0,1468,1668,0,0,1,0,0,11400.00,NDXP230411P11400000,6.69,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11425000,0,0,1441.5,1641.5,0,0,1,0,0,11425.00,NDXP230411P11425000,0.9,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11450000,0,0,1418,1618,0,0,1,0,0,11450.00,NDXP230411P11450000,0.93,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11475000,0,0,1392.8,1592.8,0,0,1,0,0,11475.00,NDXP230411P11475000,26.75,0,0,0.2,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C11500000,0,0,1368,1568,0,0,1,0,0,11500.00,NDXP230411P11500000,0.6,0,0,0.2,0,0,0,0,3
Tue Apr 11 2023,NDXP230411C11525000,0,0,1342.8,1542.8,0,0,1,0,0,11525.00,NDXP230411P11525000,0,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11550000,0,0,1318,1518,0,0,1,0,0,11550.00,NDXP230411P11550000,30.55,0,0,0.2,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C11575000,0,0,1292.8,1492.8,0,0,1,0,0,11575.00,NDXP230411P11575000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11600000,0,0,1268,1468,0,0,1,0,0,11600.00,NDXP230411P11600000,200,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11625000,0,0,1242.5,1442.5,0,0,1,0,0,11625.00,NDXP230411P11625000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11650000,0,0,1218,1418,0,0,1,0,0,11650.00,NDXP230411P11650000,1.3,0,0,0.05,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11675000,0,0,1192.5,1392.5,0,0,1,0,0,11675.00,NDXP230411P11675000,10.01,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11700000,0,0,1168,1368,0,0,1,0,0,11700.00,NDXP230411P11700000,11,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11725000,0,0,1142.5,1342.5,0,0,1,0,0,11725.00,NDXP230411P11725000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11750000,0,0,1118,1318,0,0,1,0,0,11750.00,NDXP230411P11750000,1.7,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11775000,0,0,1092.5,1292.5,0,0,1,0,0,11775.00,NDXP230411P11775000,1.8,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11800000,0,0,1068,1268,0,0,1,0,0,11800.00,NDXP230411P11800000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11825000,0,0,1042.5,1242.5,0,0,1,0,0,11825.00,NDXP230411P11825000,1,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11850000,0,0,1018,1218,0,0,1,0,0,11850.00,NDXP230411P11850000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11875000,0,0,992.5,1192.5,0,0,1,0,0,11875.00,NDXP230411P11875000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C11900000,0,0,968,1168,0,0,1,0,0,11900.00,NDXP230411P11900000,0.05,-0.175,0,0.2,1,0,0,0,3
Tue Apr 11 2023,NDXP230411C11925000,0,0,942.5,1142.5,0,0,1,0,0,11925.00,NDXP230411P11925000,1.8,0,0,0.2,0,0,0,0,1
Tue Apr 11 2023,NDXP230411C11950000,0,0,918,1118,0,0,1,0,0,11950.00,NDXP230411P11950000,87.1,0,0,0.2,0,0,0,0,3
Tue Apr 11 2023,NDXP230411C11975000,0,0,892.5,1092.5,0,0,1,0,0,11975.00,NDXP230411P11975000,1.47,0,0,0.05,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C12000000,0,0,868,1068,0,0,1,0,0,12000.00,NDXP230411P12000000,0.05,-0.2,0,0.05,1,0,0,0,15
Tue Apr 11 2023,NDXP230411C12025000,0,0,842.5,1042.5,0,0,1,0,0,12025.00,NDXP230411P12025000,2.5,0,0,0.2,0,0,0,0,12
Tue Apr 11 2023,NDXP230411C12050000,0,0,818,1018,0,0,1,0,0,12050.00,NDXP230411P12050000,0.25,0,0,0.2,0,0,0,0,5
Tue Apr 11 2023,NDXP230411C12075000,0,0,823.1,969.3,0,0,1,0,0,12075.00,NDXP230411P12075000,0.18,-0.095,0,0.2,1,0,0,0,0
Tue Apr 11 2023,NDXP230411C12100000,360.5,0,831.7,899.5,0,0,1,0,1,12100.00,NDXP230411P12100000,3.18,0,0,20,0,0,0,0,11
Tue Apr 11 2023,NDXP230411C12125000,0,0,818,868,0,0,1,0,0,12125.00,NDXP230411P12125000,3.43,0,0,0.2,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C12150000,854.8,0,792.5,842.5,0,0,1,0,0,12150.00,NDXP230411P12150000,6.35,0,0,0.2,0,0,0,0,12
Tue Apr 11 2023,NDXP230411C12175000,0,0,768,818,0,0,1,0,0,12175.00,NDXP230411P12175000,1.85,0,0,0.2,0,0,0,0,9
Tue Apr 11 2023,NDXP230411C12200000,0,0,742.5,792.5,0,0,1,0,0,12200.00,NDXP230411P12200000,0.95,0,0,0.2,0,0,0,0,14
Tue Apr 11 2023,NDXP230411C12225000,0,0,718,768,0,0,1,0,0,12225.00,NDXP230411P12225000,0.05,-0.275,0,20,2,0,0,0,11
Tue Apr 11 2023,NDXP230411C12250000,766.42,-16.73,692.5,742.5,2,0,1,0,2,12250.00,NDXP230411P12250000,0.7,0,0,0.2,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C12275000,0,0,668,718,0,0,1,0,0,12275.00,NDXP230411P12275000,22.1,0,0,20,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C12300000,166,0,642.5,692.5,0,0,1,0,27,12300.00,NDXP230411P12300000,1.92,0,0,0.2,0,0,0,0,51
Tue Apr 11 2023,NDXP230411C12310000,0,0,632.5,682.5,0,0,1,0,0,12310.00,NDXP230411P12310000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12320000,0,0,622.5,672.5,0,0,1,0,0,12320.00,NDXP230411P12320000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12325000,0,0,618,668,0,0,1,0,0,12325.00,NDXP230411P12325000,6.77,0,0,20,0,0,0,0,7
Tue Apr 11 2023,NDXP230411C12330000,0,0,612.7,662.7,0,0,1,0,0,12330.00,NDXP230411P12330000,0.26,-0.14,0,0.2,1,0,0,0,0
Tue Apr 11 2023,NDXP230411C12340000,677.73,-15.47,602.7,652.7,5,0,1,0,5,12340.00,NDXP230411P12340000,0.6,0,0,0.2,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C12350000,0,0,592.7,642.7,0,0,1,0,0,12350.00,NDXP230411P12350000,0.42,0,0,20,0,0,0,0,5
Tue Apr 11 2023,NDXP230411C12360000,0,0,582.7,632.7,0,0,1,0,0,12360.00,NDXP230411P12360000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12370000,0,0,572.7,622.7,0,0,1,0,0,12370.00,NDXP230411P12370000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12375000,640.12,-18.13,568,618,4,0,1,0,4,12375.00,NDXP230411P12375000,0.42,0,0,0.2,0,0,0,0,7
Tue Apr 11 2023,NDXP230411C12380000,0,0,562.5,612.5,0,0,1,0,0,12380.00,NDXP230411P12380000,0,0,0,20,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12390000,0,0,552.5,602.5,0,0,1,0,0,12390.00,NDXP230411P12390000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12400000,585,-48.3,542.5,592.5,5,0,1,0,5,12400.00,NDXP230411P12400000,0.05,-0.375,0,0.05,5,0,0,0,22
Tue Apr 11 2023,NDXP230411C12410000,0,0,532.5,582.5,0,0,1,0,0,12410.00,NDXP230411P12410000,0.85,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C12420000,0,0,522.5,572.5,0,0,1,0,0,12420.00,NDXP230411P12420000,0.4,0,0,20,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C12425000,420.5,0,518,568,0,0,1,0,1,12425.00,NDXP230411P12425000,0.43,0,0,0.2,0,0,0,0,8
Tue Apr 11 2023,NDXP230411C12430000,0,0,512.5,562.5,0,0,1,0,0,12430.00,NDXP230411P12430000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12440000,0,0,502.5,552.5,0,0,1,0,0,12440.00,NDXP230411P12440000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12450000,0,0,492.5,542.5,0,0,1,0,0,12450.00,NDXP230411P12450000,0.05,-0.225,0,0.2,9,0,0,0,18
Tue Apr 11 2023,NDXP230411C12460000,0,0,482.5,532.5,0,0,1,0,0,12460.00,NDXP230411P12460000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12470000,0,0,472.5,522.5,0,0,1,0,0,12470.00,NDXP230411P12470000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12475000,0,0,468,518,0,0,1,0,0,12475.00,NDXP230411P12475000,0.8,0,0,0.2,0,0,0,0,7
Tue Apr 11 2023,NDXP230411C12480000,0,0,462.5,512.5,0,0,1,0,0,12480.00,NDXP230411P12480000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12490000,525.62,-17.83,452.5,502.5,1,0,1,0,1,12490.00,NDXP230411P12490000,3.45,0,0,0.2,0,0,0,0,15
Tue Apr 11 2023,NDXP230411C12500000,0,0,442.5,492.5,0,0,1,0,0,12500.00,NDXP230411P12500000,0.92,0,0,0.2,0,0,0,0,20
Tue Apr 11 2023,NDXP230411C12510000,0,0,432.5,482.5,0,0,1,0,0,12510.00,NDXP230411P12510000,0.5,0,0,20,0,0,0,0,5
Tue Apr 11 2023,NDXP230411C12520000,0,0,422.5,472.5,0,0,1,0,0,12520.00,NDXP230411P12520000,2.8,0,0,0.2,0,0,0,0,4
Tue Apr 11 2023,NDXP230411C12525000,345,0,418,468,0,0,1,0,1,12525.00,NDXP230411P12525000,0.43,-0.145,0,20,1,0,0,0,5
Tue Apr 11 2023,NDXP230411C12530000,0,0,412.5,462.5,0,0,1,0,0,12530.00,NDXP230411P12530000,19.5,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C12540000,0,0,402.5,452.5,0,0,1,0,0,12540.00,NDXP230411P12540000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12550000,464.87,-18.78,402.8,424.8,2,0,1,0,2,12550.00,NDXP230411P12550000,0.21,-0.44,0,0.2,3,0,0,0,8
Tue Apr 11 2023,NDXP230411C12560000,0,0,396.1,418.1,0,0,1,0,0,12560.00,NDXP230411P12560000,0.46,-0.04,0,0.2,4,0,0,0,8
Tue Apr 11 2023,NDXP230411C12570000,0,0,386.1,408.1,0,0,1,0,0,12570.00,NDXP230411P12570000,0.05,-0.65,0,0.2,1,0,0,0,2
Tue Apr 11 2023,NDXP230411C12575000,437.04,-20.96,382,404,1,0,1,0,1,12575.00,NDXP230411P12575000,0.63,0,0,0.2,0,0,0,0,33
Tue Apr 11 2023,NDXP230411C12580000,0,0,376.1,398.1,0,0,1,0,0,12580.00,NDXP230411P12580000,2.22,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C12590000,0,0,366.1,388.1,0,0,1,0,0,12590.00,NDXP230411P12590000,0.32,-0.43,0,0.2,2,0,0,0,4
Tue Apr 11 2023,NDXP230411C12600000,311.48,0,356.1,378.1,0,0,1,0,0,12600.00,NDXP230411P12600000,0.17,-0.355,0,0.05,5,0,0,0,114
Tue Apr 11 2023,NDXP230411C12610000,0,0,346.1,368.1,0,0,1,0,0,12610.00,NDXP230411P12610000,1.4,0,0,0.2,0,0,0,0,9
Tue Apr 11 2023,NDXP230411C12620000,0,0,336.1,358.1,0,0,1,0,0,12620.00,NDXP230411P12620000,1.44,0,0,0.2,0,0,0,0,2
Tue Apr 11 2023,NDXP230411C12625000,0,0,332,354,0,0,1,0,0,12625.00,NDXP230411P12625000,0.05,-0.85,0,0.2,10,0,0,0,11
Tue Apr 11 2023,NDXP230411C12630000,0,0,326.1,348.1,0,0,1,0,0,12630.00,NDXP230411P12630000,0,0,0,0.2,0,0,0,0,0
Tue Apr 11 2023,NDXP230411C12640000,0,0,316.1,338.1,0,0,1,0,0,12640.00,NDXP230411P12640000,0.95,0,0,0.2,0,0,0,0,10
Tue Apr 11 2023,NDXP230411C12650000,400.87,0,306.1,328.1,0,0,1,0,10,12650.00,NDXP230411P12650000,0.05,-0.775,0,0.2,20,0,0,0,78
Tue Apr 11 2023,NDXP230411C12660000,0,0,296,318,0,0,1,0,0,12660.00,NDXP230411P12660000,0.9,0,0,0.2,0,0,0,0,11
