
Standard & Poors 500 Index,Last: 4298.8599,Change:  4.9299
Date: 9 June 2023, 10:18 PM EDT,Bid: 4282.98,Ask: 4315.8198,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 22 2023,SPXW230622C04290000,56.2,13.95,45.7,46.2,20,0.1089,0.5918,0.0044,226,4290.00,SPXW230622P04290000,27.3,-3.05,25.9,26.3,18,0.1098,-0.4084,0.0044,82
Thu Jun 22 2023,SPXW230622C04295000,42.04,2.79,42.5,43,4,0.1082,0.5704,0.0044,16,4295.00,SPXW230622P04295000,29.76,-2.59,27.7,28.2,13,0.1091,-0.4298,0.0044,51
Thu Jun 22 2023,SPXW230622C04300000,39.7,3.35,39.5,40,75,0.1072,0.5484,0.0045,3950,4300.00,SPXW230622P04300000,29.2,-5.25,29.7,30.1,168,0.108,-0.4518,0.0045,57
Thu Jun 22 2023,SPXW230622C04305000,36.5,2.9,36.6,37.1,61,0.1063,0.526,0.0046,13,4305.00,SPXW230622P04305000,32.9,-3.75,31.7,32.2,105,0.1072,-0.4743,0.0046,33
Thu Jun 22 2023,SPXW230622C04310000,31.3,0.35,33.8,34.3,18,0.1054,0.5031,0.0046,12,4310.00,SPXW230622P04310000,40.3,1.25,34,34.4,18,0.1064,-0.4972,0.0046,11
Fri Jun 23 2023,SPXW230623C04285000,51.2,3.95,51,51.5,70,0.1107,0.6102,0.0041,527,4285.00,SPXW230623P04285000,27.29,-2.51,25.6,26,115,0.112,-0.39,0.0041,192
Fri Jun 23 2023,SPXW230623C04290000,45.64,1.59,47.7,48.2,138,0.1107,0.5904,0.0042,637,4290.00,SPXW230623P04290000,28.79,-2.86,27.3,27.8,368,0.1108,-0.4098,0.0042,172
Fri Jun 23 2023,SPXW230623C04295000,42.18,1.13,44.6,45,44,0.109,0.57,0.0042,200,4295.00,SPXW230623P04295000,29.6,-3.95,29.2,29.6,184,0.1098,-0.4302,0.0042,172
Fri Jun 23 2023,SPXW230623C04300000,41.89,3.74,41.5,42,627,0.108,0.5491,0.0043,1751,4300.00,SPXW230623P04300000,31.6,-4.05,31.1,31.5,611,0.1087,-0.4511,0.0043,407
Fri Jun 23 2023,SPXW230623C04305000,36.74,1.39,38.6,39,162,0.1074,0.5276,0.0044,270,4305.00,SPXW230623P04305000,34.6,-3.25,33.1,33.6,144,0.1078,-0.4726,0.0044,126
Fri Jun 23 2023,SPXW230623C04310000,34.6,1.9,35.8,36.2,237,0.1064,0.5057,0.0044,1238,4310.00,SPXW230623P04310000,37.3,-2.85,35.3,35.8,416,0.1071,-0.4945,0.0044,191
Mon Jun 26 2023,SPXW230626C04285000,52,2.55,53.3,53.8,3,0.1064,0.6074,0.0039,722,4285.00,SPXW230626P04285000,27.5,-3.85,27.3,27.8,25,0.107,-0.3925,0.0039,106
Mon Jun 26 2023,SPXW230626C04290000,48.45,2.2,50,50.5,88,0.1056,0.5887,0.004,223,4290.00,SPXW230626P04290000,29.82,-3.43,29,29.5,23,0.106,-0.4113,0.004,30
Mon Jun 26 2023,SPXW230626C04295000,44.4,1.25,46.8,47.3,28,0.1046,0.5693,0.004,80,4295.00,SPXW230626P04295000,30.4,-4.75,30.8,31.2,29,0.105,-0.4306,0.004,42
Mon Jun 26 2023,SPXW230626C04300000,44.05,3.8,43.7,44.2,3814,0.1036,0.5495,0.0041,4364,4300.00,SPXW230626P04300000,33.3,-3.85,32.7,33.1,120,0.1042,-0.4504,0.0041,222
Mon Jun 26 2023,SPXW230626C04305000,41.05,3.6,40.8,41.3,14,0.1024,0.5292,0.0042,14,4305.00,SPXW230626P04305000,36.3,-3.05,34.7,35.2,47,0.1032,-0.4708,0.0042,3
Mon Jun 26 2023,SPXW230626C04310000,38.2,3.45,38,38.4,3601,0.1017,0.5084,0.0042,121,4310.00,SPXW230626P04310000,35.3,-6.35,36.8,37.3,5,0.1025,-0.4915,0.0042,121
Tue Jun 27 2023,SPXW230627C04285000,61.12,9.77,55.3,55.9,8,0.108,0.6058,0.0037,95,4285.00,SPXW230627P04285000,30,-2.65,28.7,29.2,9,0.1083,-0.3941,0.0037,13
Tue Jun 27 2023,SPXW230627C04290000,56.83,8.68,52,52.5,35,0.1068,0.5878,0.0038,31,4290.00,SPXW230627P04290000,27.95,-6.5,30.3,30.9,2,0.1075,-0.4121,0.0038,24
Tue Jun 27 2023,SPXW230627C04295000,59.75,14.65,48.8,49.3,2,0.106,0.5693,0.0039,19,4295.00,SPXW230627P04295000,36.63,0,32.1,32.6,0,0.1064,-0.4306,0.0039,52
Tue Jun 27 2023,SPXW230627C04300000,43.18,1.03,45.7,46.2,23,0.1051,0.5503,0.0039,100,4300.00,SPXW230627P04300000,33.6,-4.85,34,34.5,68,0.1056,-0.4496,0.0039,59
Tue Jun 27 2023,SPXW230627C04305000,39.23,0,42.7,43.2,0,0.1036,0.5309,0.004,32,4305.00,SPXW230627P04305000,35.6,-4.95,36,36.5,60,0.1045,-0.4691,0.004,70
Tue Jun 27 2023,SPXW230627C04310000,38.1,1.55,39.8,40.3,43,0.1028,0.511,0.004,81,4310.00,SPXW230627P04310000,38.4,-4.4,38.1,38.6,43,0.104,-0.4889,0.004,52
Wed Jun 28 2023,SPXW230628C04285000,48.97,0,57.3,57.8,0,0.1093,0.6043,0.0036,38,4285.00,SPXW230628P04285000,29,-4.95,30,30.5,75,0.1095,-0.3956,0.0036,27
Wed Jun 28 2023,SPXW230628C04290000,62.67,12.62,54,54.5,3,0.1082,0.587,0.0036,53,4290.00,SPXW230628P04290000,32.34,-3.41,31.7,32.2,35,0.1085,-0.4129,0.0036,45
Wed Jun 28 2023,SPXW230628C04295000,59.32,12.37,50.7,51.3,3,0.1074,0.5692,0.0037,76,4295.00,SPXW230628P04295000,33.7,-3.9,33.4,33.9,64,0.1075,-0.4307,0.0037,12
Wed Jun 28 2023,SPXW230628C04300000,47.4,3.45,47.6,48.1,30,0.1065,0.551,0.0038,1443,4300.00,SPXW230628P04300000,35.5,-4.15,35.3,35.8,60,0.1067,-0.449,0.0038,28
Wed Jun 28 2023,SPXW230628C04305000,50.6,9.55,44.6,45.1,11,0.105,0.5323,0.0038,61,4305.00,SPXW230628P04305000,37.1,-4.65,37.3,37.8,17,0.1055,-0.4676,0.0038,27
Wed Jun 28 2023,SPXW230628C04310000,40.8,2.45,41.7,42.2,331,0.1042,0.5132,0.0039,97,4310.00,SPXW230628P04310000,41,-2.95,39.3,39.8,21,0.1046,-0.4867,0.0039,20
Thu Jun 29 2023,SPXW230629C04285000,69.93,14.33,59.7,60.3,2,0.1105,0.6064,0.0034,40,4285.00,SPXW230629P04285000,30.9,-3.95,31,31.6,43,0.1115,-0.394,0.0034,19
Thu Jun 29 2023,SPXW230629C04290000,49.93,-2.47,56.4,57,12,0.1095,0.5898,0.0035,125,4290.00,SPXW230629P04290000,33.14,-3.51,32.7,33.2,27,0.1098,-0.4105,0.0035,14
Thu Jun 29 2023,SPXW230629C04295000,57.37,8.12,53.1,53.7,5,0.1086,0.5728,0.0036,34,4295.00,SPXW230629P04295000,35.7,-2.8,34.4,35,19,0.1089,-0.4275,0.0036,6
Thu Jun 29 2023,SPXW230629C04300000,48.65,2.45,49.9,50.5,20,0.1077,0.5553,0.0036,27,4300.00,SPXW230629P04300000,37.77,-2.68,36.2,36.8,18,0.1082,-0.445,0.0036,16
Thu Jun 29 2023,SPXW230629C04305000,54.1,10.8,46.9,47.5,14,0.1067,0.5374,0.0037,134,4305.00,SPXW230629P04305000,37.65,-4.85,38.1,38.7,19,0.107,-0.463,0.0037,0
Thu Jun 29 2023,SPXW230629C04310000,43.1,2.65,44,44.5,11,0.1052,0.5191,0.0037,22,4310.00,SPXW230629P04310000,35.4,-9.25,40.1,40.7,7,0.106,-0.4812,0.0037,11
Fri Jun 30 2023,SPXW230630C04285000,62.3,4.4,62.1,62.6,127,0.1126,0.6056,0.0033,872,4285.00,SPXW230630P04285000,33.54,-2.51,32.4,32.8,46,0.1124,-0.3948,0.0033,1792
Fri Jun 30 2023,SPXW230630C04290000,56.7,2.05,58.8,59.3,224,0.1116,0.5898,0.0034,756,4290.00,SPXW230630P04290000,33.8,-3.95,34,34.4,120,0.1114,-0.4106,0.0034,617
Fri Jun 30 2023,SPXW230630C04295000,53.3,1.85,55.5,56,50,0.1105,0.5735,0.0034,518,4295.00,SPXW230630P04295000,37,-2.65,35.7,36.1,54,0.1103,-0.4269,0.0034,434
Fri Jun 30 2023,SPXW230630C04300000,51.79,3.44,52.3,52.8,988,0.1094,0.5567,0.0035,19711,4300.00,SPXW230630P04300000,38,-3.5,37.4,37.9,758,0.1092,-0.4437,0.0035,6257
Fri Jun 30 2023,SPXW230630C04305000,49.3,3.85,49.2,49.7,303,0.1085,0.5395,0.0035,903,4305.00,SPXW230630P04305000,40.5,-3.05,39.3,39.8,164,0.1081,-0.4609,0.0035,228
Fri Jun 30 2023,SPXW230630C04310000,46.6,4,46.2,46.7,2877,0.1072,0.522,0.0036,7657,4310.00,SPXW230630P04310000,42.36,-3.29,41.3,41.8,429,0.1073,-0.4785,0.0036,294
