
NASDAQ 100,Last: 14298.4092,Change:  359.9092
"Date: May 26, 2023 at 5:18 PM EDT",Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 26 2023,NDXP230526C11000000,0,0,3194,3394,0,0,1,0,0,11000.00,NDXP230526P11000000,0.05,0,0,20,0,0,0,0,17
Fri May 26 2023,NDXP230526C11025000,0,0,3170,3370,0,0,1,0,0,11025.00,NDXP230526P11025000,11.5,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C11050000,0,0,3144,3344,0,0,1,0,0,11050.00,NDXP230526P11050000,3.48,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C11075000,0,0,3120,3320,0,0,1,0,0,11075.00,NDXP230526P11075000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11100000,0,0,3094,3294,0,0,1,0,0,11100.00,NDXP230526P11100000,0.05,0,0,20,0,0,0,0,25
Fri May 26 2023,NDXP230526C11125000,0,0,3070,3270,0,0,1,0,0,11125.00,NDXP230526P11125000,0.05,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C11150000,0,0,3044,3244,0,0,1,0,0,11150.00,NDXP230526P11150000,0.05,0,0,20,0,0,0,0,15
Fri May 26 2023,NDXP230526C11175000,0,0,3020,3220,0,0,1,0,0,11175.00,NDXP230526P11175000,0.05,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C11200000,0,0,2994,3194,0,0,1,0,0,11200.00,NDXP230526P11200000,0.05,0,0,20,0,0,0,0,40
Fri May 26 2023,NDXP230526C11225000,0,0,2970,3170,0,0,1,0,0,11225.00,NDXP230526P11225000,5.71,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11250000,2617.31,0,2944,3144,0,0,1,0,1,11250.00,NDXP230526P11250000,5.95,0,0,20,0,0,0,0,5
Fri May 26 2023,NDXP230526C11275000,2592,0,2920,3120,0,0,1,0,1,11275.00,NDXP230526P11275000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11300000,0,0,2894,3094,0,0,1,0,0,11300.00,NDXP230526P11300000,12.75,0,0,20,0,0,0,0,10
Fri May 26 2023,NDXP230526C11325000,0,0,2870,3070,0,0,1,0,0,11325.00,NDXP230526P11325000,5.3,0,0,20,0,0,0,0,10
Fri May 26 2023,NDXP230526C11350000,0,0,2844,3044,0,0,1,0,0,11350.00,NDXP230526P11350000,5.52,0,0,20,0,0,0,0,5
Fri May 26 2023,NDXP230526C11375000,0,0,2820,3020,0,0,1,0,0,11375.00,NDXP230526P11375000,1.06,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C11400000,0,0,2794,2994,0,0,1,0,0,11400.00,NDXP230526P11400000,1.18,0,0,20,0,0,0,0,7
Fri May 26 2023,NDXP230526C11425000,0,0,2770,2970,0,0,1,0,0,11425.00,NDXP230526P11425000,4.51,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C11450000,0,0,2744,2944,0,0,1,0,0,11450.00,NDXP230526P11450000,3.46,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11475000,0,0,2720,2920,0,0,1,0,0,11475.00,NDXP230526P11475000,0.08,-0.145,0,20,2,0,0,0,23
Fri May 26 2023,NDXP230526C11500000,0,0,2694,2894,0,0,1,0,0,11500.00,NDXP230526P11500000,0.05,-0.2,0,0.05,31,0,0,0,49
Fri May 26 2023,NDXP230526C11525000,0,0,2670,2870,0,0,1,0,0,11525.00,NDXP230526P11525000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11550000,0,0,2644,2844,0,0,1,0,0,11550.00,NDXP230526P11550000,22.25,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C11575000,0,0,2620,2820,0,0,1,0,0,11575.00,NDXP230526P11575000,7.07,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C11600000,0,0,2594,2794,0,0,1,0,0,11600.00,NDXP230526P11600000,0.01,-0.265,0,20,1,0,0,0,6
Fri May 26 2023,NDXP230526C11625000,0,0,2570,2770,0,0,1,0,0,11625.00,NDXP230526P11625000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11650000,0,0,2544,2744,0,0,1,0,0,11650.00,NDXP230526P11650000,2,0,0,20,0,0,0,0,9
Fri May 26 2023,NDXP230526C11675000,0,0,2520,2720,0,0,1,0,0,11675.00,NDXP230526P11675000,1.92,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C11700000,0,0,2494,2694,0,0,1,0,0,11700.00,NDXP230526P11700000,0.15,-0.125,0,20,1,0,0,0,23
Fri May 26 2023,NDXP230526C11725000,0,0,2470,2670,0,0,1,0,0,11725.00,NDXP230526P11725000,46.37,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11750000,0,0,2444,2644,0,0,1,0,0,11750.00,NDXP230526P11750000,0.92,0,0,20,0,0,0,0,33
Fri May 26 2023,NDXP230526C11775000,0,0,2420,2620,0,0,1,0,0,11775.00,NDXP230526P11775000,2.33,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C11800000,0,0,2394,2594,0,0,1,0,0,11800.00,NDXP230526P11800000,0.12,0,0,20,0,0,0,0,57
Fri May 26 2023,NDXP230526C11825000,0,0,2370,2570,0,0,1,0,0,11825.00,NDXP230526P11825000,6.4,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C11850000,0,0,2344,2544,0,0,1,0,0,11850.00,NDXP230526P11850000,5.27,0,0,20,0,0,0,0,5
Fri May 26 2023,NDXP230526C11875000,0,0,2320,2520,0,0,1,0,0,11875.00,NDXP230526P11875000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C11900000,0,0,2294,2494,0,0,1,0,0,11900.00,NDXP230526P11900000,1.37,0,0,15,0,0,0,0,5
Fri May 26 2023,NDXP230526C11925000,0,0,2270,2470,0,0,1,0,0,11925.00,NDXP230526P11925000,14.2,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C11950000,0,0,2244,2444,0,0,1,0,0,11950.00,NDXP230526P11950000,0.35,0,0,20,0,0,0,0,24
Fri May 26 2023,NDXP230526C11975000,0,0,2220,2420,0,0,1,0,0,11975.00,NDXP230526P11975000,8.82,0,0,20,0,0,0,0,5
Fri May 26 2023,NDXP230526C12000000,0,0,2194,2394,0,0,1,0,0,12000.00,NDXP230526P12000000,0.05,-0.225,0,0.05,31,0,0,0,48
Fri May 26 2023,NDXP230526C12025000,1463.64,0,2170,2370,0,0,1,0,0,12025.00,NDXP230526P12025000,4.95,0,0,20,0,0,0,0,7
Fri May 26 2023,NDXP230526C12050000,1438.77,0,2144,2344,0,0,1,0,0,12050.00,NDXP230526P12050000,2.52,0,0,20,0,0,0,0,11
Fri May 26 2023,NDXP230526C12075000,0,0,2120,2320,0,0,1,0,0,12075.00,NDXP230526P12075000,77.8,0,0,20,0,0,0,0,14
Fri May 26 2023,NDXP230526C12100000,0,0,2094,2294,0,0,1,0,0,12100.00,NDXP230526P12100000,0.05,-0.225,0,20,3,0,0,0,22
Fri May 26 2023,NDXP230526C12125000,940.5,0,2070,2270,0,0,1,0,0,12125.00,NDXP230526P12125000,91.85,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12150000,918.4,0,2044,2244,0,0,1,0,0,12150.00,NDXP230526P12150000,1.72,0,0,20,0,0,0,0,23
Fri May 26 2023,NDXP230526C12175000,1212.92,0,2020,2220,0,0,1,0,1,12175.00,NDXP230526P12175000,1.8,0,0,20,0,0,0,0,14
Fri May 26 2023,NDXP230526C12200000,0,0,1994,2194,0,0,1,0,0,12200.00,NDXP230526P12200000,0.05,-0.225,0,20,3,0,0,0,33
Fri May 26 2023,NDXP230526C12225000,1647.69,0,1970,2170,0,0,1,0,1,12225.00,NDXP230526P12225000,95.5,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12250000,1622.55,0,1944,2144,0,0,1,0,1,12250.00,NDXP230526P12250000,0.05,-0.275,0,20,11,0,0,0,29
Fri May 26 2023,NDXP230526C12275000,0,0,1920,2120,0,0,1,0,0,12275.00,NDXP230526P12275000,2.4,0,0,20,0,0,0,0,22
Fri May 26 2023,NDXP230526C12300000,0,0,1894,2094,0,0,1,0,0,12300.00,NDXP230526P12300000,2.3,0,0,20,0,0,0,0,20
Fri May 26 2023,NDXP230526C12325000,0,0,1870,2070,0,0,1,0,0,12325.00,NDXP230526P12325000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12350000,0,0,1844,2044,0,0,1,0,0,12350.00,NDXP230526P12350000,15.45,0,0,20,0,0,0,0,10
Fri May 26 2023,NDXP230526C12375000,0,0,1820,2020,0,0,1,0,0,12375.00,NDXP230526P12375000,7.55,0,0,20,0,0,0,0,98
Fri May 26 2023,NDXP230526C12400000,823.7,0,1794,1994,0,0,1,0,10,12400.00,NDXP230526P12400000,0.05,-0.275,0,20,6,0,0,0,27
Fri May 26 2023,NDXP230526C12410000,0,0,1784,1984,0,0,1,0,0,12410.00,NDXP230526P12410000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12420000,0,0,1774,1974,0,0,1,0,0,12420.00,NDXP230526P12420000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12425000,0,0,1770,1970,0,0,1,0,0,12425.00,NDXP230526P12425000,8.46,0,0,20,0,0,0,0,80
Fri May 26 2023,NDXP230526C12430000,0,0,1764,1964,0,0,1,0,0,12430.00,NDXP230526P12430000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12440000,0,0,1754,1954,0,0,1,0,0,12440.00,NDXP230526P12440000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12450000,0,0,1744,1944,0,0,1,0,0,12450.00,NDXP230526P12450000,0.05,-0.275,0,20,2,0,0,0,3
Fri May 26 2023,NDXP230526C12460000,0,0,1734,1934,0,0,1,0,0,12460.00,NDXP230526P12460000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12470000,0,0,1724,1924,0,0,1,0,0,12470.00,NDXP230526P12470000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12475000,714,0,1720,1920,0,0,1,0,1,12475.00,NDXP230526P12475000,0.08,-0.245,0,20,2,0,0,0,10
Fri May 26 2023,NDXP230526C12480000,0,0,1714,1914,0,0,1,0,0,12480.00,NDXP230526P12480000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12490000,0,0,1704,1904,0,0,1,0,0,12490.00,NDXP230526P12490000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12500000,879.6,0,1694,1894,0,0,1,0,21,12500.00,NDXP230526P12500000,0.08,-0.32,0,20,14,0,0,0,53
Fri May 26 2023,NDXP230526C12510000,0,0,1684,1884,0,0,1,0,0,12510.00,NDXP230526P12510000,43.95,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12520000,0,0,1674,1874,0,0,1,0,0,12520.00,NDXP230526P12520000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12525000,0,0,1670,1870,0,0,1,0,0,12525.00,NDXP230526P12525000,3,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12530000,0,0,1664,1864,0,0,1,0,0,12530.00,NDXP230526P12530000,6.13,0,0,20,0,0,0,0,10
Fri May 26 2023,NDXP230526C12540000,0,0,1654,1854,0,0,1,0,0,12540.00,NDXP230526P12540000,56.46,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C12550000,0,0,1644,1844,0,0,1,0,0,12550.00,NDXP230526P12550000,0.5,0,0,20,0,0,0,0,6
Fri May 26 2023,NDXP230526C12560000,0,0,1634,1834,0,0,1,0,0,12560.00,NDXP230526P12560000,48.98,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C12570000,0,0,1624,1824,0,0,1,0,0,12570.00,NDXP230526P12570000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12575000,688.7,0,1620,1820,0,0,1,0,2,12575.00,NDXP230526P12575000,3.6,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C12580000,0,0,1614,1814,0,0,1,0,0,12580.00,NDXP230526P12580000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12590000,0,0,1604,1804,0,0,1,0,0,12590.00,NDXP230526P12590000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12600000,673.3,0,1594,1794,0,0,1,0,63,12600.00,NDXP230526P12600000,0.67,0,0,20,0,0,0,0,33
Fri May 26 2023,NDXP230526C12610000,0,0,1584,1784,0,0,1,0,0,12610.00,NDXP230526P12610000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12620000,0,0,1574,1774,0,0,1,0,0,12620.00,NDXP230526P12620000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12625000,0,0,1570,1770,0,0,1,0,0,12625.00,NDXP230526P12625000,1.24,0,0,20,0,0,0,0,17
Fri May 26 2023,NDXP230526C12630000,0,0,1564,1764,0,0,1,0,0,12630.00,NDXP230526P12630000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12640000,0,0,1554,1754,0,0,1,0,0,12640.00,NDXP230526P12640000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12650000,0,0,1544,1744,0,0,1,0,0,12650.00,NDXP230526P12650000,0.08,-0.295,0,20,6,0,0,0,28
Fri May 26 2023,NDXP230526C12660000,0,0,1534,1734,0,0,1,0,0,12660.00,NDXP230526P12660000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12670000,0,0,1524,1724,0,0,1,0,0,12670.00,NDXP230526P12670000,25.2,0,0,20,0,0,0,0,9
Fri May 26 2023,NDXP230526C12675000,603.2,0,1520,1720,0,0,1,0,4,12675.00,NDXP230526P12675000,1.25,0,0,0.05,0,0,0,0,9
Fri May 26 2023,NDXP230526C12680000,0,0,1514,1714,0,0,1,0,0,12680.00,NDXP230526P12680000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12690000,0,0,1504,1704,0,0,1,0,0,12690.00,NDXP230526P12690000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12700000,999.1,0,1494,1694,0,0,1,0,50,12700.00,NDXP230526P12700000,0.08,-0.32,0,20,1,0,0,0,51
Fri May 26 2023,NDXP230526C12710000,0,0,1484,1684,0,0,1,0,0,12710.00,NDXP230526P12710000,5.5,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C12720000,0,0,1474,1674,0,0,1,0,0,12720.00,NDXP230526P12720000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12725000,0,0,1470,1670,0,0,1,0,0,12725.00,NDXP230526P12725000,1.52,0,0,20,0,0,0,0,13
Fri May 26 2023,NDXP230526C12730000,0,0,1464,1664,0,0,1,0,0,12730.00,NDXP230526P12730000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12740000,0,0,1454,1654,0,0,1,0,0,12740.00,NDXP230526P12740000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12750000,986.5,0,1444,1644,0,0,1,0,1,12750.00,NDXP230526P12750000,0.08,-0.345,0,20,13,0,0,0,75
Fri May 26 2023,NDXP230526C12760000,0,0,1434,1634,0,0,1,0,0,12760.00,NDXP230526P12760000,5,0,0,20,0,0,0,0,15
Fri May 26 2023,NDXP230526C12770000,0,0,1424,1624,0,0,1,0,0,12770.00,NDXP230526P12770000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12775000,0,0,1420,1620,0,0,1,0,0,12775.00,NDXP230526P12775000,1.82,0,0,20,0,0,0,0,10
Fri May 26 2023,NDXP230526C12780000,0,0,1414,1614,0,0,1,0,0,12780.00,NDXP230526P12780000,0,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12790000,0,0,1404,1604,0,0,1,0,0,12790.00,NDXP230526P12790000,41.91,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12800000,637.45,0,1394,1594,0,0,1,0,81,12800.00,NDXP230526P12800000,0.08,-0.37,0,20,3,0,0,0,49
Fri May 26 2023,NDXP230526C12810000,0,0,1384,1584,0,0,1,0,0,12810.00,NDXP230526P12810000,10.57,0,0,20,0,0,0,0,18
Fri May 26 2023,NDXP230526C12820000,0,0,1374,1574,0,0,1,0,0,12820.00,NDXP230526P12820000,48.25,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C12825000,0,0,1370,1570,0,0,1,0,0,12825.00,NDXP230526P12825000,0.59,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C12830000,0,0,1364,1564,0,0,1,0,0,12830.00,NDXP230526P12830000,1.85,0,0,20,0,0,0,0,3
Fri May 26 2023,NDXP230526C12840000,0,0,1354,1554,0,0,1,0,0,12840.00,NDXP230526P12840000,1.68,0,0,20,0,0,0,0,33
Fri May 26 2023,NDXP230526C12850000,510.48,0,1344,1544,0,0,1,0,1,12850.00,NDXP230526P12850000,0.05,-0.4,0,0.05,4,0,0,0,58
Fri May 26 2023,NDXP230526C12860000,0,0,1334,1534,0,0,1,0,0,12860.00,NDXP230526P12860000,5,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C12870000,0,0,1324,1524,0,0,1,0,0,12870.00,NDXP230526P12870000,56.35,0,0,20,0,0,0,0,6
Fri May 26 2023,NDXP230526C12875000,355.65,0,1320,1520,0,0,1,0,11,12875.00,NDXP230526P12875000,0.52,0,0,20,0,0,0,0,13
Fri May 26 2023,NDXP230526C12880000,0,0,1314,1514,0,0,1,0,0,12880.00,NDXP230526P12880000,43.7,0,0,20,0,0,0,0,1
Fri May 26 2023,NDXP230526C12890000,0,0,1304,1504,0,0,1,0,0,12890.00,NDXP230526P12890000,2.5,0,0,20,0,0,0,0,7
Fri May 26 2023,NDXP230526C12900000,576.1,0,1294,1494,0,0,1,0,138,12900.00,NDXP230526P12900000,0.05,-0.625,0,20,5,0,0,0,32
Fri May 26 2023,NDXP230526C12910000,0,0,1284,1484,0,0,1,0,0,12910.00,NDXP230526P12910000,1.93,0,0,20,0,0,0,0,2
Fri May 26 2023,NDXP230526C12920000,931.2,0,1274,1474,0,0,1,0,0,12920.00,NDXP230526P12920000,7.84,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C12925000,1008.65,0,1270,1470,0,0,1,0,9,12925.00,NDXP230526P12925000,36.5,0,0,20,0,0,0,0,12
Fri May 26 2023,NDXP230526C12930000,0,0,1264,1464,0,0,1,0,0,12930.00,NDXP230526P12930000,2.55,0,0,20,0,0,0,0,14
Fri May 26 2023,NDXP230526C12940000,0,0,1254,1454,0,0,1,0,0,12940.00,NDXP230526P12940000,0.5,0,0,20,0,0,0,0,29
Fri May 26 2023,NDXP230526C12950000,951.21,0,1244,1444,0,0,1,0,3,12950.00,NDXP230526P12950000,0.61,0,0,20,0,0,0,0,8
Fri May 26 2023,NDXP230526C12960000,0,0,1234,1434,0,0,1,0,0,12960.00,NDXP230526P12960000,14.7,0,0,20,0,0,0,0,0
Fri May 26 2023,NDXP230526C12970000,0,0,1224,1424,0,0,1,0,0,12970.00,NDXP230526P12970000,0.63,0,0,20,0,0,0,0,7
Fri May 26 2023,NDXP230526C12975000,701.95,0,1220,1420,0,0,1,0,13,12975.00,NDXP230526P12975000,2.45,0,0,20,0,0,0,0,13
