
CBOE Volatility Index,Last: 17.33,Change:  0.3
Date: 15 May 2023, 11:47 AM EDT,Bid: 0,Ask: 0,Size: 0*0,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed May 17 2023,VIX230517C00050000,0.02,0.01,0,0.01,1,4.8695,0.0042,0.0019,258674,50.00,VIX230517P00050000,30.45,0,32.1,32.25,0,0,-0.9955,0.0019,156
Wed May 17 2023,VIX230517C00055000,0.01,0,0,0.02,0,5.6011,0.0035,0.0015,98528,55.00,VIX230517P00055000,32.8,0,37.1,37.25,0,0,-0.9962,0.0015,29
Wed May 17 2023,VIX230517C00060000,0.02,0,0,0.02,0,5.9674,0.0031,0.0012,43618,60.00,VIX230517P00060000,41.7,0.25,42.1,42.25,7,0,-0.9967,0.0012,57
Wed May 17 2023,VIX230517C00065000,0.02,0,0,0.02,0,6.3006,0.0027,0.0011,78885,65.00,VIX230517P00065000,46.7,0.25,47.1,47.25,3,0,-0.997,0.0011,132
Wed May 17 2023,VIX230517C00070000,0.02,0,0,0.02,0,6.6059,0.0024,0.0009,37542,70.00,VIX230517P00070000,51.65,0.2,52.1,52.25,5,0,-0.9973,0.0009,10
Wed May 17 2023,VIX230517C00075000,0.01,0,0,0.02,1,6.8876,0.0022,0.0008,44368,75.00,VIX230517P00075000,55.1,0,57.1,57.25,0,5.0254,-0.9976,0.0008,16
Wed May 17 2023,VIX230517C00080000,0.01,0,0,0.01,0,6.7367,0.002,0.0007,31790,80.00,VIX230517P00080000,60.75,0,62.1,62.25,0,6.1457,-0.9977,0.0007,132
Wed May 17 2023,VIX230517C00085000,0.01,0,0,0.01,0,6.9701,0.0018,0.0006,79404,85.00,VIX230517P00085000,65.96,0,67.1,67.25,0,6.6731,-0.9979,0.0006,60
Wed May 17 2023,VIX230517C00090000,0.01,0,0,0.01,0,7.1888,0.0017,0.0006,101722,90.00,VIX230517P00090000,71.7,0.25,72.1,72.25,3,7.095,-0.998,0.0006,23
Wed May 17 2023,VIX230517C00095000,0.02,0,0,0.01,0,7.3949,0.0016,0.0005,3105,95.00,VIX230517P00095000,0,0,77.1,77.2,0,0,-0.9982,0.0005,0
Wed May 17 2023,VIX230517C00100000,0.02,0,0,0.01,0,7.5889,0.0015,0.0005,19988,100.00,VIX230517P00100000,81.7,0.275,82.1,82.2,3,0,-0.9982,0.0005,161
Wed May 17 2023,VIX230517C00110000,0.01,0,0,0.01,0,7.9468,0.0013,0.0004,1234,110.00,VIX230517P00110000,86.62,0,92.1,92.2,0,0,-0.9984,0.0004,2
Wed May 17 2023,VIX230517C00120000,0.01,0,0,0.01,0,8.2708,0.0012,0.0004,768,120.00,VIX230517P00120000,0,0,102.1,102.2,0,0,-0.9985,0.0004,0
Wed May 17 2023,VIX230517C00130000,0.01,0,0,0.01,0,0,0.0011,0.0003,2363,130.00,VIX230517P00130000,0,0,112.1,112.2,0,0,-0.9986,0.0003,39
Wed May 17 2023,VIX230517C00140000,0.01,0,0,0.01,0,0,0.001,0.0003,2801,140.00,VIX230517P00140000,116.21,0,122.1,122.2,0,0,-0.9987,0.0003,3
Wed May 17 2023,VIX230517C00150000,0.01,0,0,0.01,0,0,0.0009,0.0003,10126,150.00,VIX230517P00150000,123.3,0,132.1,132.2,0,0,-0.9988,0.0003,237
Wed May 17 2023,VIX230517C00160000,0.02,0,0,0.01,0,0,0.0009,0.0003,3059,160.00,VIX230517P00160000,0,0,142.1,142.2,0,0,-0.9988,0.0003,0
Wed May 17 2023,VIX230517C00170000,0.02,0,0,0.01,0,0,0.0008,0.0002,3061,170.00,VIX230517P00170000,0,0,152.1,152.2,0,0,-0.9989,0.0002,0
Wed May 17 2023,VIX230517C00180000,0.02,0,0,0.01,0,0,0.0008,0.0002,5507,180.00,VIX230517P00180000,160.4,0,162.05,162.2,0,0,-0.999,0.0002,98
Wed May 24 2023,VIXW230524C00010000,10.7,0,8.41,8.77,0,2.3103,0.9961,0.0019,63,10.00,VIXW230524P00010000,0,0,0,0.01,0,1.5317,-0.0026,0.0019,0
Wed May 24 2023,VIXW230524C00011000,8.4,0,7.35,7.77,0,1.8372,0.9947,0.0031,1,11.00,VIXW230524P00011000,0,0,0,0.01,0,1.3116,-0.004,0.0031,0
Wed May 24 2023,VIXW230524C00012000,7.1,0,6.41,6.78,0,1.7206,0.9924,0.0053,5,12.00,VIXW230524P00012000,0.02,0,0,0.01,0,1.1094,-0.0063,0.0053,2
Wed May 24 2023,VIXW230524C00013000,6.13,0,5.34,5.79,0,1.3296,0.9883,0.0094,1,13.00,VIXW230524P00013000,0.03,0,0,0.03,0,1.0616,-0.0104,0.0094,100
Wed May 24 2023,VIXW230524C00014000,5.13,-0.02,4.5,4.8,1,1.3403,0.9794,0.0181,1,14.00,VIXW230524P00014000,0.02,0.005,0.01,0.03,2,0.9025,-0.0193,0.0181,90
Wed May 24 2023,VIXW230524C00015000,3.9,-0.28,3.5,3.84,19,1.1168,0.9563,0.0384,482,15.00,VIXW230524P00015000,0.03,0,0.02,0.04,0,0.7597,-0.0424,0.0384,310
Wed May 24 2023,VIXW230524C00016000,2.92,-0.3,2.56,2.89,5,0.9422,0.902,0.0787,171,16.00,VIXW230524P00016000,0.11,0.035,0.06,0.11,2,0.7123,-0.0967,0.0787,624
Wed May 24 2023,VIXW230524C00017000,1.82,-0.59,1.77,2.06,38,0.8858,0.7878,0.1364,1458,17.00,VIXW230524P00017000,0.22,-0.02,0.21,0.28,168,0.7042,-0.2109,0.1364,782
Wed May 24 2023,VIXW230524C00018000,1.4,-0.31,1.25,1.4,138,0.9222,0.6102,0.1593,1049,18.00,VIXW230524P00018000,0.61,0.08,0.54,0.65,50,0.7266,-0.3885,0.1593,653
Wed May 24 2023,VIXW230524C00019000,0.89,-0.335,0.82,1.02,445,0.9816,0.4589,0.1457,1756,19.00,VIXW230524P00019000,1.16,0.07,1.15,1.36,292,0.8504,-0.5398,0.1457,583
Wed May 24 2023,VIXW230524C00020000,0.7,-0.265,0.65,0.74,393,1.0892,0.3484,0.122,3603,20.00,VIXW230524P00020000,1.89,0.13,1.9,2.12,13,0.9296,-0.6503,0.122,1487
Wed May 24 2023,VIXW230524C00021000,0.44,-0.275,0.44,0.55,39,1.1402,0.2706,0.0995,601,21.00,VIXW230524P00021000,2.54,0,2.7,2.98,0,0.99,-0.7281,0.0995,1209
Wed May 24 2023,VIXW230524C00022000,0.4,-0.18,0.35,0.44,35,1.2356,0.2146,0.0811,2431,22.00,VIXW230524P00022000,3.45,0.07,3.57,3.9,1,1.0554,-0.7841,0.0811,116
Wed May 24 2023,VIXW230524C00023000,0.28,-0.215,0.26,0.36,43,1.3066,0.1728,0.0666,579,23.00,VIXW230524P00023000,4.44,0.155,4.49,4.82,1,1.1005,-0.826,0.0666,20
Wed May 24 2023,VIXW230524C00024000,0.29,-0.06,0.21,0.29,5,1.3767,0.1407,0.0551,806,24.00,VIXW230524P00024000,5.5,0.295,5.4,5.76,10,1.0941,-0.858,0.0551,3
Wed May 24 2023,VIXW230524C00025000,0.21,-0.105,0.21,0.24,20,1.4785,0.1159,0.0459,1189,25.00,VIXW230524P00025000,6.16,0,6.35,6.69,0,1.0332,-0.8829,0.0459,101
Wed May 24 2023,VIXW230524C00026000,0.28,-0.055,0.13,0.2,0,1.4936,0.0966,0.0386,580,26.00,VIXW230524P00026000,6.6,0,7.32,7.69,0,1.0706,-0.9022,0.0386,47
Wed May 24 2023,VIXW230524C00027000,0.24,0,0.11,0.17,0,1.5555,0.0815,0.0327,181,27.00,VIXW230524P00027000,7.64,0,8.31,8.67,0,1.0646,-0.9172,0.0327,43
Wed May 24 2023,VIXW230524C00028000,0.09,-0.11,0.09,0.15,5,1.6138,0.0698,0.028,2191,28.00,VIXW230524P00028000,8.65,0,9.29,9.65,0,0,-0.929,0.028,15
Wed May 24 2023,VIXW230524C00029000,0.12,-0.045,0.08,0.13,1,1.6726,0.0605,0.0242,125,29.00,VIXW230524P00029000,8.81,0,10.26,10.64,0,0,-0.9382,0.0242,10
Wed May 24 2023,VIXW230524C00030000,0.1,-0.045,0.1,0.12,6,1.7845,0.053,0.0211,1232,30.00,VIXW230524P00030000,10.41,0,11.26,11.62,0,0,-0.9457,0.0211,41
Wed May 24 2023,VIXW230524C00031000,0.11,0,0.06,0.11,0,1.7917,0.0468,0.0186,198,31.00,VIXW230524P00031000,0,0,12.24,12.61,0,0,-0.9519,0.0186,0
Wed May 24 2023,VIXW230524C00032000,0.09,-0.025,0.05,0.1,21,1.8381,0.0417,0.0164,72,32.00,VIXW230524P00032000,0,0,13.23,13.6,0,0,-0.957,0.0164,0
Wed May 24 2023,VIXW230524C00033000,0.11,0,0.04,0.09,0,1.8754,0.0373,0.0146,174,33.00,VIXW230524P00033000,14.17,0,14.22,14.59,0,0,-0.9614,0.0146,11
Wed May 24 2023,VIXW230524C00034000,0.09,0,0.04,0.08,0,1.9281,0.0336,0.0131,21,34.00,VIXW230524P00034000,15,0,15.21,15.59,0,0,-0.9652,0.0131,2
Wed May 24 2023,VIXW230524C00035000,0.06,-0.025,0.03,0.08,8,1.9752,0.0303,0.0118,126,35.00,VIXW230524P00035000,0,0,16.21,16.58,0,0,-0.9684,0.0118,0
Wed May 24 2023,VIXW230524C00036000,0.11,0,0.03,0.07,0,2.0169,0.0275,0.0106,9,36.00,VIXW230524P00036000,16.96,0,17.2,17.58,0,0,-0.9712,0.0106,3
Wed May 24 2023,VIXW230524C00037000,0.1,0,0.02,0.07,0,2.053,0.025,0.0096,29,37.00,VIXW230524P00037000,0,0,18.2,18.57,0,0,-0.9737,0.0096,0
Wed May 24 2023,VIXW230524C00038000,0.28,0,0.02,0.06,0,2.083,0.0229,0.0088,37,38.00,VIXW230524P00038000,18.53,0,19.19,19.57,0,0,-0.9758,0.0088,5
Wed May 24 2023,VIXW230524C00039000,0.27,0,0.02,0.06,0,2.1444,0.0211,0.008,105,39.00,VIXW230524P00039000,0,0,20.19,20.56,0,0,-0.9777,0.008,0
Wed May 24 2023,VIXW230524C00040000,0.07,0,0.01,0.06,0,2.1654,0.0194,0.0074,157,40.00,VIXW230524P00040000,21.15,0.275,21.18,21.56,20,0,-0.9793,0.0074,0
Wed May 24 2023,VIXW230524C00042500,0.09,0,0.01,0.05,0,2.2604,0.0162,0.006,61,42.50,VIXW230524P00042500,0,0,23.67,24.19,0,0,-0.9825,0.006,0
Wed May 24 2023,VIXW230524C00045000,0.06,0,0,0.05,0,2.3366,0.0139,0.0051,88,45.00,VIXW230524P00045000,0,0,26.17,26.68,0,0,-0.9849,0.0051,0
Wed May 24 2023,VIXW230524C00047500,0.05,0,0,0.04,0,2.3928,0.0121,0.0044,19,47.50,VIXW230524P00047500,0,0,28.66,29.17,0,0,-0.9867,0.0044,0
Wed May 24 2023,VIXW230524C00050000,0.05,0,0,0.04,0,2.5016,0.0106,0.0038,163,50.00,VIXW230524P00050000,0,0,31.16,31.63,0,0,-0.9881,0.0038,0
Wed May 24 2023,VIXW230524C00055000,0.16,0,0,0.03,0,2.6204,0.0085,0.003,1,55.00,VIXW230524P00055000,0,0,36.15,36.65,0,0,-0.9902,0.003,0
Wed May 24 2023,VIXW230524C00060000,0.03,0,0,0.03,0,2.7962,0.0071,0.0024,315,60.00,VIXW230524P00060000,39.15,0,41.14,41.6,0,0,-0.9917,0.0024,55
Wed May 24 2023,VIXW230524C00065000,0,0,0,0.03,0,2.9559,0.006,0.002,0,65.00,VIXW230524P00065000,0,0,46.14,46.62,0,0,-0.9927,0.002,0
Wed May 24 2023,VIXW230524C00070000,0,0,0,0.03,0,3.1021,0.0052,0.0017,0,70.00,VIXW230524P00070000,49.27,0,51.14,51.57,0,0,-0.9935,0.0017,54
Wed May 24 2023,VIXW230524C00075000,0,0,0,0.02,0,3.116,0.0046,0.0014,0,75.00,VIXW230524P00075000,0,0,56.14,56.59,0,0,-0.9941,0.0014,0
Wed May 24 2023,VIXW230524C00080000,0,0,0,0.02,0,3.2377,0.0041,0.0013,0,80.00,VIXW230524P00080000,0,0,61.13,61.58,0,0,-0.9946,0.0013,0
Wed May 24 2023,VIXW230524C00085000,0.09,0,0,0.02,0,3.3511,0.0037,0.0011,1,85.00,VIXW230524P00085000,0,0,66.13,66.57,0,0,-0.995,0.0011,0
Wed May 24 2023,VIXW230524C00090000,0,0,0,0.02,0,3.4574,0.0034,0.001,0,90.00,VIXW230524P00090000,68.91,0,71.12,71.53,0,0,-0.9954,0.001,108
Wed May 24 2023,VIXW230524C00095000,0,0,0,0.02,0,3.5572,0.0031,0.0009,0,95.00,VIXW230524P00095000,0,0,76.12,76.56,0,0,-0.9957,0.0009,0
Wed May 24 2023,VIXW230524C00100000,0,0,0,0.02,0,3.6513,0.0028,0.0008,0,100.00,VIXW230524P00100000,0,0,81.12,81.55,0,0,-0.9959,0.0008,0
Wed May 31 2023,VIXW230531C00010000,12.42,0,9.44,9.78,0,2.4773,0.9553,0.0107,1,10.00,VIXW230531P00010000,0,0,0,0.02,0,1.3115,-0.0057,0.0031,0
Wed May 31 2023,VIXW230531C00011000,8.73,0,8.36,8.78,0,2.1006,0.9661,0.0111,1,11.00,VIXW230531P00011000,0,0,0,0.02,0,1.1359,-0.0066,0.004,0
Wed May 31 2023,VIXW230531C00012000,8.2,0,7.36,7.79,0,1.8397,0.962,0.0142,1,12.00,VIXW230531P00012000,0,0,0,0.02,0,0.9747,-0.0076,0.0053,0
Wed May 31 2023,VIXW230531C00013000,7.15,0,6.37,6.81,0,1.6121,0.9539,0.0193,79,13.00,VIXW230531P00013000,0,0,0,0.02,0,0.8253,-0.009,0.0072,0
Wed May 31 2023,VIXW230531C00014000,6.25,0,5.43,5.82,0,1.422,0.9283,0.0294,30,14.00,VIXW230531P00014000,0.03,0,0.02,0.03,0,0.7835,-0.021,0.0159,10
Wed May 31 2023,VIXW230531C00015000,4.85,-0.33,4.48,4.85,15,1.2384,0.9012,0.0421,77,15.00,VIXW230531P00015000,0.06,0,0.02,0.05,0,0.6747,-0.0325,0.0265,10
Wed May 31 2023,VIXW230531C00016000,4.2,-0.005,3.53,3.87,1,1.0468,0.8668,0.0607,124,16.00,VIXW230531P00016000,0.09,0,0.07,0.11,20,0.648,-0.0751,0.0538,226
Wed May 31 2023,VIXW230531C00017000,2.91,-0.365,2.72,3.04,30,0.971,0.7884,0.0848,489,17.00,VIXW230531P00017000,0.25,0,0.18,0.28,0,0.6479,-0.1626,0.0921,262
Wed May 31 2023,VIXW230531C00018000,2.21,-0.355,2.1,2.27,5,0.9371,0.6787,0.1004,368,18.00,VIXW230531P00018000,0.5,0.055,0.44,0.52,71,0.642,-0.2864,0.1251,374
Wed May 31 2023,VIXW230531C00019000,1.79,-0.21,1.55,1.72,9,0.9339,0.5685,0.11,517,19.00,VIXW230531P00019000,0.97,0.08,0.88,1.07,1,0.701,-0.429,0.1272,94
Wed May 31 2023,VIXW230531C00020000,1.25,-0.335,1.18,1.37,25,0.9832,0.4641,0.106,761,20.00,VIXW230531P00020000,1.56,0.065,1.5,1.68,25,0.7376,-0.551,0.1227,53
Wed May 31 2023,VIXW230531C00021000,1.11,-0.18,0.94,1.09,18,1.0386,0.3824,0.094,197,21.00,VIXW230531P00021000,2.24,0,2.25,2.5,0,0.8107,-0.6376,0.1031,59
Wed May 31 2023,VIXW230531C00022000,0.97,-0.12,0.75,0.9,20,1.0957,0.3184,0.0822,273,22.00,VIXW230531P00022000,3.08,0.115,3.04,3.32,1,0.8438,-0.7099,0.0886,2
Wed May 31 2023,VIXW230531C00023000,0.75,-0.15,0.62,0.74,22,1.1497,0.269,0.0715,496,23.00,VIXW230531P00023000,3.89,0.13,3.88,4.21,1,0.8772,-0.7605,0.0748,14
Wed May 31 2023,VIXW230531C00024000,0.68,-0.045,0.51,0.59,14,1.1858,0.2249,0.0626,90,24.00,VIXW230531P00024000,4.93,0.265,4.77,5.1,20,0.8931,-0.8059,0.0636,30
Wed May 31 2023,VIXW230531C00025000,0.5,-0.15,0.47,0.54,6,1.272,0.2007,0.0545,824,25.00,VIXW230531P00025000,4.22,0,5.67,6,0,0.8745,-0.8463,0.0536,10
Wed May 31 2023,VIXW230531C00026000,0.49,-0.08,0.37,0.45,1,1.2958,0.1679,0.0478,252,26.00,VIXW230531P00026000,5.87,0,6.6,6.93,0,0.8428,-0.8765,0.0449,35
Wed May 31 2023,VIXW230531C00027000,0.38,0,0.32,0.41,0,1.3521,0.1486,0.0422,192,27.00,VIXW230531P00027000,7.15,0,7.54,7.88,0,0.7468,-0.8991,0.0377,10
Wed May 31 2023,VIXW230531C00028000,0.36,-0.075,0.28,0.36,10,1.3964,0.1307,0.0374,178,28.00,VIXW230531P00028000,6.62,0,8.48,8.83,0,0,-0.921,0.0309,98
Wed May 31 2023,VIXW230531C00029000,0.5,0,0.24,0.32,0,1.435,0.1148,0.0332,46,29.00,VIXW230531P00029000,7.48,0,9.44,9.81,0,0,-0.9312,0.0266,201
Wed May 31 2023,VIXW230531C00030000,0.23,-0.11,0.21,0.29,33,1.4766,0.1024,0.0297,4525,30.00,VIXW230531P00030000,10.15,0,10.4,10.79,0,0,-0.9408,0.0229,15
Wed May 31 2023,VIXW230531C00031000,0.25,-0.05,0.19,0.26,2,1.5169,0.0919,0.0267,45,31.00,VIXW230531P00031000,0,0,11.34,11.77,0,0,-0.9499,0.0195,0
Wed May 31 2023,VIXW230531C00032000,0.21,-0.065,0.17,0.23,10,1.5494,0.0819,0.024,34,32.00,VIXW230531P00032000,11.15,0,12.32,12.73,0,0,-0.9673,0.014,1
Wed May 31 2023,VIXW230531C00033000,0.3,0,0.17,0.21,0,1.6009,0.0766,0.0221,102,33.00,VIXW230531P00033000,0,0,13.3,13.73,0,0,-0.9674,0.0132,0
Wed May 31 2023,VIXW230531C00034000,0.22,0,0.14,0.2,0,1.6294,0.0688,0.02,29,34.00,VIXW230531P00034000,0,0,14.28,14.68,0,0,-0.9931,0.0033,0
Wed May 31 2023,VIXW230531C00035000,0.16,-0.04,0.12,0.18,10,1.651,0.0612,0.018,336,35.00,VIXW230531P00035000,15.1,0.015,15.26,15.69,1,0,-0.9858,0.0064,0
Wed May 31 2023,VIXW230531C00036000,0.24,0,0.11,0.17,0,1.6881,0.0567,0.0166,21,36.00,VIXW230531P00036000,0,0,16.25,16.65,0,0,-0.941,0.0166,0
Wed May 31 2023,VIXW230531C00037000,0.16,-0.015,0.1,0.16,10,1.7212,0.0525,0.0153,13,37.00,VIXW230531P00037000,0,0,17.23,17.67,0,0,-0.9959,0.0014,0
Wed May 31 2023,VIXW230531C00038000,0.26,0,0.09,0.15,0,1.7504,0.0483,0.0141,1,38.00,VIXW230531P00038000,0,0,18.22,18.66,0,0,-0.9494,0.0141,0
